Country,Indicator,Source,Unit,Currency,Frequency,Country Code,Time,Amount
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2012-05-01,1624.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2012-06-01,1778.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2012-07-01,1534.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2012-08-01,1552.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2012-09-01,1823.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2012-10-01,1898.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2012-11-01,3437.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2012-12-01,1713.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-01-01,1480.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-02-01,1444.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-03-01,1344.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-04-01,1903.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-05-01,1698.7
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-06-01,1579.7
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-07-01,1994.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-08-01,2489
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-09-01,2123.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-10-01,3051.9
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-11-01,12552
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2013-12-01,3085.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-01-01,2003.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-02-01,1861.7
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-03-01,2167
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-04-01,2373.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-05-01,2911.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-06-01,2393.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-07-01,3006.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-08-01,2684.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-09-01,2538.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-10-01,3056.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-11-01,2625.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2014-12-01,4341.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-01-01,2893.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-02-01,2889.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-03-01,2654.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-04-01,3682.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-05-01,2423.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-06-01,2514.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-07-01,3092.9
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-08-01,4064
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-09-01,2823.7
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-10-01,2952.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-11-01,2702
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2015-12-01,4712.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-01-01,2558.9
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-02-01,3282
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-03-01,3531.7
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-04-01,3576.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-05-01,3642.9
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-06-01,3574.9
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-07-01,4492.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-08-01,3497.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-09-01,4022.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-10-01,3824.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-11-01,3494.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2016-12-01,5146.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-01-01,3529.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-02-01,2738.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-03-01,3672.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-04-01,3335.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-05-01,5191.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-06-01,4713.9
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-07-01,4381.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-08-01,3560
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-09-01,4200.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-10-01,4432.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-11-01,4194.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2017-12-01,5590.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-01-01,4419.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-02-01,4082.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-03-01,3938.7
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-04-01,5119.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-05-01,5284.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-06-01,4300.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-07-01,5669.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-08-01,4278.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-09-01,5149.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-10-01,5076.7
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-11-01,5100.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2018-12-01,5778
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-01-01,4747.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-02-01,5057.7
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-03-01,5074.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-04-01,6531.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-05-01,6605.7
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-06-01,4823.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-07-01,6929.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-08-01,5034.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-09-01,6242.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-10-01,5162.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-11-01,4881
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2019-12-01,4859.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-01-01,7195.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-02-01,6661.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-03-01,9120.9
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-04-01,7781.9
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-05-01,6910.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-06-01,8863.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-07-01,8275.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-08-01,7828.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-09-01,8545.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-10-01,7636
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-11-01,8604.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2020-12-01,8976.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-01-01,6747.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-02-01,7155.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-03-01,9124.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-04-01,7823
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-05-01,7896.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-06-01,9139.7
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-07-01,9973.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-08-01,9418.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-09-01,10305.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-10-01,9798.9
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-11-01,11162.1
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2021-12-01,10730.6
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-01-01,10229.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-02-01,9284.9
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-03-01,11503.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-04-01,10437.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-05-01,11253.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-06-01,13742.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-07-01,9716.4
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-08-01,11913.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-09-01,14356.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-10-01,13450.5
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-11-01,14238
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2022-12-01,15831.51
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-01-01,11852.37
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-02-01,12781.11
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-03-01,13525.95
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-04-01,11439.33
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-05-01,11193.76
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-06-01,11221.63
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-07-01,10591.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-08-01,13254.64
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-09-01,15843.53
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-10-01,11391.04
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-11-01,13942.23
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2023-12-01,17612.33
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-01-01,15035.92
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-02-01,26670.05
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-03-01,16434.19
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-04-01,16321.2
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-05-01,14378.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-06-01,16715.53
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-07-01,18107.47
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-08-01,23507.37
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-09-01,20051.13
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-10-01,22768.47
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-11-01,16343.29
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2024-12-01,19910.12
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2025-01-01,18894.25
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2025-02-01,24433.3
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2025-03-01,13583.8
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2025-04-01,15973.21
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2025-05-01,19164.83
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2025-06-01,17198.14
Ghana,Expenditure,Bank of Ghana,Million,GHS,Monthly,GHA,2025-07-01,20854.05
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1960-01-01,24.3
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1961-01-01,28.6
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1962-01-01,31.8
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1963-01-01,33.6
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1964-01-01,43.8
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1965-01-01,51.5
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1966-01-01,58.2
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1967-01-01,59.1
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1968-01-01,71.5
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1969-01-01,80.3
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1970-01-01,96.8
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1971-01-01,110.8
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1972-01-01,108.5
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1973-01-01,125.3
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1974-01-01,156.6
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1975-01-01,231.3
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1976-01-01,362.7
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1977-01-01,568.4
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1978-01-01,755.7
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1979-01-01,843
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1980-01-01,890
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1981-01-01,891
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1982-01-01,1003.1
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1983-01-01,1025
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1984-01-01,925
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1985-01-01,1006
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1986-01-01,1035
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1987-01-01,1051.2
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1988-01-01,1236.3
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1989-01-01,1197.5
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1990-01-01,983
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1991-01-01,973.8
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1992-01-01,942.3
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1993-01-01,883.9
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1994-01-01,1166
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1995-01-01,1322.6
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1996-01-01,1385.1
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1997-01-01,1494.5
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1998-01-01,1557.4
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,1999-01-01,1521.6
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2000-01-01,1360.2
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2001-01-01,1306.9
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2002-01-01,1591.6
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2003-01-01,1611
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2004-01-01,1665
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2005-01-01,1713.7
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2006-01-01,1742
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2007-01-01,1949.4
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2008-01-01,2201.2
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2009-01-01,2375.7
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2010-01-01,2498.8
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2011-01-01,2211.4
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2012-01-01,3054
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2013-01-01,3385.6
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2014-01-01,3669.6
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2015-01-01,4470
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2016-01-01,5015.1
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2017-01-01,5521.8
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2018-01-01,5708.4
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2019-01-01,5943.8
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2020-01-01,7255.1
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2021-01-01,8102.1
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2022-01-01,9666.2
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2023-01-01,10279.8
Ivory Coast,Expenditure,Central Bank of West African States,Billion,XOF,Yearly,CIV,2024-01-01,10896.5
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2000-06-01,175119
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2000-07-01,15418
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2000-08-01,31669
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2000-09-01,49810
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2000-10-01,69785
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2000-11-01,85948
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2000-12-01,104912
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-01-01,123391
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-02-01,142028
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-03-01,166023
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-04-01,187699
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-05-01,208360
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-06-01,232921
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-07-01,13826
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-08-01,34301
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-09-01,48982
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-10-01,65656
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-11-01,87617
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2001-12-01,102161
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-01-01,122427
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-02-01,140384
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-03-01,157592
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-04-01,178254
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-05-01,199168
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-06-01,226915
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-07-01,18788
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-08-01,40394
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-09-01,57835
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-10-01,79246
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-11-01,98673
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2002-12-01,120750
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-01-01,143691
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-02-01,166298
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-03-01,182121
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-04-01,204334
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-05-01,231008
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-06-01,264144
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-07-01,21550
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-08-01,43727.5
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-09-01,61255
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-10-01,81284
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-11-01,99017
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2003-12-01,121787
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-01-01,146010
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-02-01,166639
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-03-01,189421
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-04-01,212748
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-05-01,231631
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-06-01,282187
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-07-01,20442
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-08-01,42375
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-09-01,65938
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-10-01,88779
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-11-01,113258
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2004-12-01,133636
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2005-01-01,158123
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2005-02-01,177963
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2005-03-01,202253
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2005-04-01,229954
Kenya,Expenditure,Central Bank of Kenya,Million,Ksh,Monthly,KEN,2005-05-01,260792
